record_index,lig_SMI,Sol_SMI,c_lig,c_HNO3,c_Metal_mM,D,logD
961,CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,1.0,0.01,2.22244481501339,0.3468309859154933
962,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,6.0,0.01,4.45004200585185,0.648364110491845
963,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.100338,0.01,1.0,0.251188643150958,-0.6
964,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.06309,1.0,,0.287826702713276,-0.5408689174769996
965,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.1,4.0,171.674,2.322,0.365862215402555
966,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.108481,,,2.81162564518022,0.4489574959155591
967,CCCCCCN(CCCCCC)C(=O)CCCCC,CC1=CC=CC=C1,0.5,3.5,50.0,2.65,0.4232458739368078
968,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,0.69623,3.0,0.01,1.08263673387405,0.03448275862068784
969,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,1.7406,1.0,,4.08073370441214,0.6107382550335557
970,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,0.394225,0.00084,0.292526633743664,-0.5338345864661662
971,CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCC(C)C,,6.57437,,4.76348944914853,0.6779252076177129
972,CCCCCCN(CCCCCC)C(=O)CCC,CCCCCCCCCCCC,0.5,2.0,,0.77,-0.1135092748275181
973,CCCCC(CC)C(=O)N(CCCC)CCCC,CC1=CC(=CC(=C1)C)C,0.96,1.07368,,1.3701752220034,0.1367761095528764
974,CCCCN(CCCC)C(=O)CCC,CC1=CC=CC=C1,0.5,3.5,50.0,2.23,0.3483048630481607
975,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.5,8.43309,,3.74505426532954,0.5734581149493531
976,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,3.0,0.1,3.9,0.5910646070264992
977,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.304127,0.01,1.0,2.46511244772759,0.3918367346938768
978,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,997.92,0.666409783460091,-0.1762586357436119
979,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,83.8298,4.9,0.6901960800285137
980,CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCC(C)C,,0.491759,,0.0790062571406156,-1.102338512076255
981,CCCCN(CCCC)C(=O)CC,CC1=CC=CC=C1,0.5,3.0,,4.5,0.6532125137753437
982,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,234.87,0.666409783460092,-0.1762586357436113
983,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.0106718,0.01,50.0,0.147460551913873,-0.8313241449568525
984,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.5,4.96363,,5.77757791420638,0.761745810919945
985,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.1,3.7,0.568201724066995
986,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCC,0.1,3.0,1.0,2.29,0.359835482339888
987,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,36.5481,0.865924570683282,-0.06251993703895245
988,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.3,1.0,,0.429660659940892,-0.3668744088311774
989,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,0.1,250.0,0.162748643761299,-0.7884826218653814
990,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCCCC,0.2,2.04,4.2,1.298,0.1132746924643504
991,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.202348,1.0,,0.0062541571637733,-2.203831209357573
992,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,0.0500486,2.0,0.01,0.150218747966953,-0.8232758620689614
993,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.0239931,0.01,50.0,0.730315521237866,-0.1364894692937454
994,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,21.5968,0.875227209710708,-0.05787918913275993
995,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,3.0,0.1,22.1,1.344392273685111
996,CCCCCCCCN(CCCCCCCC)C(=O)CCC,CCCCCCCCCCCC,0.1,2.0,,0.0398953614375943,-1.39907759602161
997,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,3.0,0.1,13.6,1.133538908370217
998,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,1.0,3.5,429.185,2.81,0.4487063199050799
999,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,0.238768,4.85461815217696,0.686155075454263
1000,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,3.0,750.0,1.59132007233273,0.2017575408454702
1001,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,CCCCCCCCCC(C)C,1.51614,4.9,,25.8045272152385,1.411695906432748
1002,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,4.10456,0.00084,15.4159369284227,1.187969924812029
1003,CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.5,3.5,,4.45,0.6483600109809317
1004,CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,CC1=CC=CC=C1,0.5,0.5,50.0,5.91269310337278,0.7717853376544959
1005,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,1.0,0.01,0.24,-0.619788758288394
1006,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCCCC,0.32,3.0,4.2,5.85,0.7671558660821804
1007,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCCC,0.103,1.0,0.0004,0.318,-0.4975728800155673
1008,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.32451,1.015,50.0,0.754995434583291,-0.1220556745182012
1009,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,0.298905,0.00084,0.0251624988961217,-1.599246231155778
1010,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.584656,2.0,,0.261223622755267,-0.5829875518672214
1011,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,132.728,1.30802992935668,0.1166176813015091
1012,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.129038,0.01,50.0,1.83982838958072,0.2647773159802437
1013,CCCCCCCCN(CCCCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,0.5,7.82161,,2.00198555431673,0.3014609394254348
1014,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CC1=CC(=CC(=C1)C)C,1.0,3.0,172.508,4.1088283301398,0.6137179964990436
1015,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,5.0,0.01,4.6,0.6627578316815741
1016,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,0.102043,0.00084,0.005369075332205,-2.270100502512563
1017,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,3.0,0.1,1.16591905937465,0.06666840180628056
1018,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.5,1.08684,,0.471271191562124,-0.326729107509616
1019,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,3.0,0.1,1.4,0.146128035678238
1020,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,6.0,,20.2282615811717,1.305958561063182
1021,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,1.0,1000.0,0.940325497287538,-0.02672178766989199
1022,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.481763,5.0,,1.0231170179389,0.009925308530127852
1023,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,2.0,500.0,1.65461121157321,0.2186959627617429
1024,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.5,2.0,0.1,0.202667429056016,-0.6932160417255555
1025,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.65721,10.2,,4.27208228042254,0.6306396086247502
1026,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,0.139263,3.0,0.01,0.0356224789026243,-1.448275862068967
1027,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,1.0,0.0313325,,0.0029164850246413,-2.535140249212473
1028,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,0.442471,2.55304548202105,0.4070585517469932
1029,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.249659,,,1.5504360169952,0.1904538485873565
1030,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,1089.28,0.749627144608969,-0.1251546956789149
1031,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.1,2.0,0.3010299956639812
1032,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,796.463,0.931783202719652,-0.03068512285530053
1033,CCCCN(CCCC)C(=O)CCC,CC1=CC=CC=C1,0.10105,3.0,,0.288844402458132,-0.5393360442731673
1034,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,3.96326,0.928855120013805,-0.03205202065153314
1035,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,3.0,0.01,6.26858360591195,0.7971694225490045
1036,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,0.557947,3.0,0.01,0.665695869213346,-0.1767241379310328
1037,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,57.5048,0.776231861821051,-0.110008534838633
1038,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.1,3.0,1.0,2.47,0.3926969532596657
1039,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,1.0,750.0,0.958408679927684,-0.01844926170390164
1040,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.049,3.0,4.20133,1.802,0.2557547866430442
1041,CCCCCCN(CCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.3,,,0.108813390031037,-0.9633176592446268
1042,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,3.0,0.1,6.2,0.7923916894982539
1043,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,,1.49437101992467,0.1744584367708963
1044,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,0.4,6.5,0.03,0.528427075404633,-0.2770149382233361
1045,CCCCCCCCN(CCCCCCCC)C(=O)CCC,CCCCCCCCCCCC,,7.0,,3.60631659681445,0.5570638505655185
1046,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.01,2.13,0.3283796034387377
1047,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CC1=CC=CC=C1,0.5,5.0,50.0,4.31965965233283,0.6354495299314225
1048,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.0,0.367497,,0.0390844040765902,-1.407996505383249
1049,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.5,2.99023,,3.42938041897881,0.535215663796611
1050,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CC1=CC=CC=C1,0.5,3.5,50.0,2.92,0.4653828514484183
1051,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,0.01,0.01,0.0047496206025883,-2.323341080224196
1052,CC(C)CN(CC(C)C)C(=O)C(C)C,CC1=CC=CC=C1,0.5,6.0,,3.1,0.4913616938342727
1053,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,0.369082,3.5,,1.97795504768759,0.2962164173101657
1054,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,1.30903,5.2,,20.357518222611,1.308724832214764
1055,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,2.0,750.0,1.3924050632911,0.1437655938677714
1056,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.196281,2.0,,0.0267538256250419,-1.572614107883811
1057,CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,3.0,0.01,10.5,1.021189299069938
1058,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.1,1.0,,0.53,-0.275724130399211
1059,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,C1=CC=CC=C1,0.1,3.0,1.0,2.1,0.3222192947339193
1060,CCCCCCCCN(CCCCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,,3.0,,0.788237412270785,-0.1033429559749049
1061,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,0.200853,0.00084,0.0863157851944181,-1.06390977443609
1062,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,3.0,0.01,11.5,1.060697840353612
1063,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.349463,2.0,0.01,0.266532839582669,-0.5742492738010503
1064,CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,1.0,0.0988539,0.00084,0.0081240845778629,-2.090225563909775
1065,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,2.0,0.01,6.26,0.7965743332104297
1066,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.0283316,0.01,50.0,1.35514675090639,0.1319863281682527
1067,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.01,2.16,0.3344537511509309
1068,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.46581,1.0,,0.716269407956392,-0.1449235972700369
1069,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,0.101814,2.0,0.01,0.562341325190346,-0.2500000000000024
1070,CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCC(C)C,0.100014,4.9,,0.321812077637291,-0.492397660818713
1071,CCCCCCCCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCC(C)C,0.5,2.07448,,1.57297344278952,0.1967213902982204
1072,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,3.0,0.1,1.16915826244533,0.06787330316741842
1073,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,3.0,0.01,16.0681381716135,1.205965557619709
1074,CCCCCCCCCCCC(=O)N(CCCC)CCCC,CC1=CC=CC=C1,0.2,,,0.816605838159372,-0.08798751950078033
1075,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,167.66,4.5,0.6532125137753437
1076,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,2.0,0.01,13.6089791863613,1.133825549864817
1077,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.1,1.0,,0.27,-0.5686362358410126
1078,CCCCCCCCCCCC(=O)N(CCCC)CCCC,CC1=CC=CC=C1,0.2,,,1.29330354507117,0.1117004680187195
1079,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,6.0,0.01,4.21,0.6242820958356683
1080,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,83.5303,0.871387122416541,-0.05978886246861603
1081,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.5,5.0,0.1,1.35115804785184,0.1307061523494404
1082,CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,1.0,3.0,0.00084,1.82,0.2600713879850748
1083,CCCCCCCCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCC(C)C,0.5,3.04539,,3.36282087457201,0.5267037346185933
1084,CCCC(=O)N(CC(C)C)CC(C)C,CC1=CC=CC=C1,0.5,6.0,,4.8,0.6812412373755872
1085,CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,CCCCCCCCCCCC,0.5,2.92842,,0.593389621671956,-0.2266600537219346
1086,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.66877,1.015,50.0,1.15858711860569,0.06392869562034259
1087,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.217491,3.5,,0.745077419315226,-0.1277985983463365
1088,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,,10.0,,3.671077518201,0.5647935551309269
1089,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.1,1.02,11.0,0.18,-0.744727494896694
1090,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,0.01,0.01,0.0019699296039865,-2.705549293202082
1091,CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.200564,3.0,0.01,0.528383341884018,-0.2770508826583594
1092,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,0.598469,2.0,,0.279583558296635,-0.5534883720930238
1093,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.01,3.0,4.20133,0.071,-1.148741651280925
1094,CCCCCC(=O)N(CCCC)CCCC,CC1=CC=CC=C1,0.5,3.5,50.0,2.43,0.3856062735983122
1095,CCCCCCCCCCCC(=O)N(CCCCCCCC)CCCCCCCC,CC1=CC=CC=C1,,5.0,,1.50992072833027,0.1789541471922132
1096,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,736.371,1.04726760379676,0.02005766926485197
1097,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,CCCCCCCCCC(C)C,0.5,7.93339,,3.4992095480604,0.5439699507256512
1098,CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,3.0,0.01,14.9,1.173186268412274
1099,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,4.0,750.0,1.64556962025316,0.2163162610163941
1100,CCCCC(CC)C(=O)N(CCCC)CCCC,CC1=CC(=CC(=C1)C)C,1.0,2.0,,3.47763093747644,0.541283490742574
1101,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.91968,1.0,,1.14662390061872,0.0594209901149536
1102,CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCC(C)C,0.477694,4.9,,5.18346157001649,0.7146198830409358
1103,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,1.98002,,3.85729794456109,0.5862831858407086
1104,CCCCC(CC)C(=O)N(CCCC)CCCC,CC1=CC(=CC(=C1)C)C,0.96,4.47368,,9.06268277182328,0.9572567783094088
1105,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.527284,3.5,,4.04700996968717,0.6071342742642603
1106,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,5.0,0.01,17.924095340336,1.253437245309724
1107,CCCCN(CCCC)C(=O)CCC,CC1=CC=CC=C1,0.5,3.0,,5.3,0.724275869600789
1108,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,3.0,0.1,15.2,1.181843587944773
1109,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,CCCCCCCCCC(C)C,0.5,1.08347,,0.10345913460359,-0.985231158620319
1110,CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.5,3.5,,3.42,0.534026106056135
1111,CCCCCCCCN(CCCCCCCC)C(=O)CCC,CCCCCCCCCCCC,,0.5,,0.108300413000542,-0.9653698872018781
1112,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,0.557947,3.0,0.01,0.665695869213346,-0.1767241379310328
1113,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CC1=CC(=CC(=C1)C)C,1.0,3.0,818.785,0.697748271484399,-0.1563012307056405
1114,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,0.27875,3.0,0.01,0.150218747966951,-0.8232758620689672
1115,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,3.0,0.01,7.58,0.8796692056320535
1116,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCCCC,0.2,4.106,4.2,21.709,1.336639818641689
1117,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.0,6.25934,,3.53536164844954,0.5484338463910386
1118,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,2.0,1287.55,3.39529546302263,0.5308775731310934
1119,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,0.771528,1.46134332597456,0.1647522604652088
1120,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,0.417943,3.0,0.01,0.366990795981307,-0.4353448275862056
1121,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,5.0,0.01,11.2425808637213,1.050866019970613
1122,CCCCC(CN(C(CCC)=O)CC(CCCC)CC)CC,CCCCCCCCCCCC,,3.0,,4.52692970889541,0.6558037511164472
1123,CCCCCCCCN(CCCCCCCC)C(=O)CCCCCCC,CCCCCCCCCCCC,0.251167,2.0,,0.666216468033548,-0.1763846362985451
1124,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,6.0,0.1,5.18905061025648,0.7150879065106778
1125,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.044,1.0,0.0004,0.038,-1.42021640338319
1126,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,1.00579,0.00084,0.0609783795824232,-1.214824120603015
1127,CCCCCCCCCCCC(=O)N(CCCCCCCC)CCCCCCCC,CC1=CC=CC=C1,0.399081,,,3.7619653476188,0.5754147908402901
1128,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,337.403,3.8066838864907,0.5805468137587243
1129,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.98,0.01,4.4352,0.98,-0.00877392430750515
1130,CCCCCCN(CCCCCC)C(=O)CCC,CCCCCCCCCCCC,0.2,,,0.151470085140624,-0.8196731304698925
1131,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,2.0,214.592,4.16599083188712,0.6197183098591552
1132,CCCCCCN(CCCCCC)C(=O)CCC,CCCCCCCCCCCC,,0.5,,0.0783749503693016,-1.105822721176797
1133,CCCCCCCCN(CCCCCCCC)C(=O)CCCCCCC,CCCCCCCCCCCC,0.1264,2.0,,0.179799665465592,-0.7452111206482993
1134,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.695014,5.2,,6.90122480290853,0.8389261744966443
1135,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,6.0,500.0,2.53164556962025,0.4034029043735392
1136,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,CCCCCCCCCC(C)C,0.502045,4.9,,4.38637000577954,0.6421052631578948
1137,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.0922683,0.01,50.0,1.1614098205414,0.0649854939798157
1138,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,0.27875,3.0,0.01,0.150218747966951,-0.8232758620689672
1139,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,945.309,0.696879372534325,-0.1568423903044674
1140,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.185537,5.0,,0.147872652135875,-0.8301121378671653
1141,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,0.987905,,0.9748505770491,-0.01106194690265572
1142,CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,CCCCCCCCCCCC,0.5,3.43121,,0.940499781395322,-0.02664130105864902
