record_index,lig_SMI,Sol_SMI,c_lig,c_HNO3,c_Metal_mM,D,logD
587,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,6.0,0.01,4.08,0.6106601630898799
588,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,0.101814,2.0,0.01,0.562341325190346,-0.2500000000000024
589,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.5,5.95993,,6.24932901533221,0.7958333900509484
590,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,2.0,0.1,5.14597890320571,0.7114680014156944
591,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.3,2.0,,1.60195136369548,0.2046493264802312
592,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,3.03286,0.00084,8.7823152514744,0.9436090225563907
593,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,6.0,0.01,3.77,0.5763413502057929
594,CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,1.0,2.07322,0.00084,0.965967258009383,-0.01503759398496262
595,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,502.979,2.3,0.3617278360175928
596,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,2.0,0.01,3.58670747143931,0.5546959574620433
597,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.0,3.43812,,2.82485206293477,0.4509957088161992
598,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.30446,5.0,,5.36339414195842,0.729439713313603
599,CCCCN(CCCC)C(=O)C(C)C,CC1=CC=CC=C1,0.5,6.0,,3.3,0.5185139398778874
600,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,4.0,0.1,2.8,0.4471580313422192
601,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,2.0,250.0,1.83544303797466,0.2637409109445279
602,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.1,1.9925,,4.07086415031646,0.6096866096866093
603,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.487865,1.015,50.0,0.0617067839579047,-1.20966708761141
604,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,CCCCCCCCCC(C)C,0.762333,0.98,,0.243200751326795,-0.6140350877192979
605,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,1.00579,0.00084,0.232048031962207,-0.6344221105527648
606,CCCCCCCCN(CCCCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,,1.54277852561769,0.1883035851650658
607,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,0.2595,6.5,,1.43540329299678,0.1569739382239341
608,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,0.5,,0.0501020926271654,-1.300144134463074
609,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,0.5,1287.55,0.990070921743478,-0.004333694474538976
610,CCCCC(CC)C(=O)N(CCCC)CCCC,CC1=CC(=CC(=C1)C)C,0.96,0.642105,,0.686653458855359,-0.163262387944784
611,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.91968,1.0,,1.14662390061872,0.0594209901149536
612,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.5,4.0,0.1,1.07658197802367,0.03204710545330516
613,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,0.1,0.01,0.172645847687107,-0.7628438624246476
614,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.769377,2.0,,0.490762499044253,-0.3091286307053941
615,CCCCCCCCN(CCCCCCCC)C(=O)CCCCCCC,CCCCCCCCCCCC,0.5,3.97145,,3.78037089477501,0.5775344108563207
616,CCCCCCN(CCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,,1.0,,0.120218349885291,-0.9200292374440189
617,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.81773,5.0,,2.67647608346122,0.4275633669545613
618,CCCCC(CC)C(=O)N(CCCC)CCCC,CC1=CC=CC=C1,0.5,6.0,,4.1,0.6127838567197355
619,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,1.00196,2.0,,24.8508514671927,1.395341273599259
620,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.0,6.25934,,3.53536164844954,0.5484338463910386
621,CCCCCCN(C=O)CCCCCC,CC1=CC=CC=C1,0.5,6.0,,3.6,0.5563025007672873
622,CCCCC(CC)C(=O)N(CCCC)CCCC,CC1=CC(=CC(=C1)C)C,1.0,3.0,,6.36725411582714,0.8039521828148732
623,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,148.582,1.1491508333269,0.06037703633173826
624,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.1,4.9849,,16.5719349303318,1.21937321937322
625,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,6.0,500.0,2.53164556962025,0.4034029043735392
626,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.0977,3.0,,5.3676,0.7297801442202818
627,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CC1=CC(=CC(=C1)C)C,1.0,3.0,297.908,2.26436974017619,0.3549473425726017
628,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,8.0,0.01,3.3,0.5185139398778874
629,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,43.154,7.75884132154498,0.8897968700686152
630,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CC1=CC(=CC(=C1)C)C,1.0,3.0,44.927,7.58731249284321,0.8800879713874663
631,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,0.5,0.009,2.4063850109593,0.3813651137594792
632,CCCCC(CC)C(=O)N(CCCC)CCCC,CC1=CC(=CC(=C1)C)C,0.96,3.26316,,7.30554907655118,0.8636528625639327
633,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,5.0,0.1,12.6114099544882,1.100763643371112
634,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,6.0,0.1,5.03930440026138,0.7023705927993015
635,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,4.0,250.0,4.59312839059674,0.6621085853152393
636,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,0.253648,3.9,0.5910646070264992
637,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,771.528,1.46134332597456,0.1647522604652088
638,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.426786,3.5,,2.65955441300348,0.4248088801709484
639,CCCCCCCCN(CCCCCCCC)C(=O)CCC,CCCCCCCCCCCC,,10.0,,2.53531135503148,0.4040313015268496
640,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,6.0,0.1,14.0262381073185,1.146941207143456
641,CCCCCCCCCCCC(=O)N(CCCC)CCCC,CC1=CC=CC=C1,0.399081,,,3.19857158823828,0.5049560752439612
642,CCCCCCCCCCCC(=O)N(CCCCCCCC)CCCCCCCC,CC1=CC=CC=C1,0.2,,,0.479869607643353,-0.3188767550702024
643,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,6.0,0.01,11.9200026552095,1.076276352144377
644,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,3.0,0.009,11.076954412474,1.04442036836403
645,CCCCCCCCN(CCCCCCCC)C(=O)CCCCCCC,CC1=CC=CC=C1,0.5,3.5,50.0,2.55,0.4065401804339551
646,CCCCC(CC)C(=O)N(CCCC)CCCC,CC1=CC(=CC(=C1)C)C,1.0,3.0,10.3506,8.11212576098742,0.9091346748392991
647,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCCCC,0.2,3.11,4.2,5.465,0.7375901662857216
648,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.204793,1.015,50.0,0.0304477848378741,-1.516444298028881
649,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,164.017,6.74887623208289,0.8292314636701619
650,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.5,3.5,,3.62,0.5587085705331657
651,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,173.286,1.04726760379676,0.02005766926485197
652,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.958592,1.015,50.0,0.310974642101185,-0.5072750233349814
653,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,4.0,0.1,19.0,1.278753600952829
654,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,1.0,0.120292,,0.0291208420315356,-1.535796071516882
655,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,,8.0,,4.37528513315719,0.6410063608375752
656,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,0.353517,2.0,0.01,1.32035177971629,0.1206896551724121
657,CCCCCCCCN(CCCCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,0.5,5.75307,,2.58753017596587,0.4128854232684702
658,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,0.406808,2.0,0.01,9.14548825946484,0.9612068965517243
659,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCC,0.1,3.0,1.0,2.14,0.3304137733491909
660,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.05011,0.00084,2.68158742141095,0.4283919597989941
661,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.0,10.7387,,2.76387966402113,0.4415191304571257
662,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,3.0,0.01,7.78215120886644,0.8910996649845989
663,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.018,1.0,0.0004,0.003,-2.522878745280337
664,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,164.017,6.74887623208289,0.8292314636701619
665,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.98,0.01,9.3518,1.14,0.05690485133647256
666,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.0119717,0.01,50.0,0.0164000104537512,-1.785155875122728
667,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,1.0,0.01,6.36140149286869,0.8035528064607984
668,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,2.0,0.01,4.14314923885289,0.6173305771416362
669,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.3,0.1,,0.0088622690961833,-2.052455067076556
670,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,4.0,0.01,3.69,0.5670263661590603
671,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,1016.31,0.819720603770072,-0.08633414873527591
672,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,5.82541,,121.978471186989,2.086283185840707
673,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,0.237058,2.0,0.01,0.479771540738137,-0.3189655172413801
674,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,0.05901,2.0,0.01,0.0234795438387778,-1.629310344827578
675,CCCCCCCCN(CCCCCCCC)C(=O)CCCCCCC,CCCCCCCCCCCC,0.5,2.97723,,2.53522119004041,0.4040158561440467
676,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.01,2.16,0.3344537511509309
677,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.01,2.01,0.3031960574204888
678,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,6.0,0.01,11.3061973581576,1.053316562126286
679,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,1.0,0.1,0.0762698585902345,-1.117647058823529
680,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,0.5,3.5,,3.36,0.526339277389844
681,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,2.0,0.1,5.14597890320571,0.7114680014156944
682,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,42.1206,4.35309278350512,0.6387979239767979
683,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,1.0,0.233047,,0.0966326672195214,-1.014876033057834
684,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.102,1.0,0.0004,0.814,-0.0893755951107988
685,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,5.0,1000.0,1.10307414104879,0.04260470370605519
686,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,5.0,100.0,7.20614828209764,0.8577031944274324
687,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,1.0,0.48868,,0.363354529606325,-0.4396694214875904
688,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,4.0,1000.0,1.15732368896923,0.06345484267917818
689,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,4.0,100.0,6.21157323688969,0.7932016100908708
690,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.3,6.0,,3.02422830691406,0.4806145740944546
691,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,3.0,500.0,0.666666666666666,-0.1760912590556817
692,CCCCCCN(C=O)CCCCCC,CC1=CC=CC=C1,0.5,3.0,,4.1,0.6127838567197355
693,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.0350256,0.01,50.0,0.16909263820124,-0.7718752999018175
694,CCCCCCCCCCCC(=O)N(CCCCCCCC)CCCCCCCC,CC1=CC=CC=C1,0.0797732,,,0.349681882645032,-0.4563268683230601
695,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,0.304729,2.0,0.01,5.85115198709414,0.7672413793103442
696,CCCCCC(=O)N(C(C)CC)C(C)CC,CC1=CC=CC=C1,0.5,3.0,,5.5,0.7403626894942439
697,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.1,4.0,42.918,2.79,0.4456042032735976
698,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,0.05901,2.0,0.01,0.0234795438387778,-1.629310344827578
699,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,3.0,0.01,6.26858360591195,0.7971694225490045
700,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,3.0,500.0,1.77777777777777,0.249877473216598
701,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.5,3.5,,2.22,0.3463529744506387
702,CCCCCCCCN(CCCCCCCC)C(=O)CCC,CCCCCCCCCCCC,0.8,2.0,,2.77508958554494,0.4432770075955701
703,CCCCCCCCN(CCCCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,0.702596,2.0,,1.08969746548903,0.03730594077925276
704,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,0.01,1.19,0.07554696139253074
705,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,3.0,0.01,1.20171123680119,0.07980012213427638
706,CCCCCCN(CCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.5,2.0,,0.23,-0.638272163982407
707,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,0.0994799,2.0,,0.0106636768724652,-1.972093023255811
708,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,0.103091,3.5,,0.167635328019249,-0.7756344514157028
709,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,0.394959,2.0,,0.108363673961845,-0.9651162790697718
710,CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCC(C)C,1.03649,4.9,,15.1396891778048,1.180116959064325
711,CCCCC(CN(C(CCC)=O)CC(CCCC)CC)CC,CCCCCCCCCCCC,,8.0,,8.79970078101226,0.9444679049496479
712,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,0.1,9.84284246433926,0.9931205342354806
713,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,0.0690146,3.0,0.01,0.0087895272566564,-2.05603448275861
714,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,0.5,4.03871,,4.36426646959004,0.639911259500979
715,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,2.0,250.0,1.83544303797466,0.2637409109445279
716,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,,4.0,,1.05728819239854,0.02419338211248408
717,CCCCCCN(CCCCCC)C(=O)CCC,CCCCCCCCCCCC,,1.0,,0.346640096231089,-0.460121203408758
718,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.5,321.888,4.32,0.6354837468149122
719,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,0.01,200.0,6.49,0.8122446968003693
720,CCCCN(CCCC)C(=O)CCC,CC1=CC=CC=C1,1.5239,3.0,,45.0066981034145,1.653277152283784
721,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,2.0,0.01,0.412930870702723,-0.3841226480657678
722,CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCC(C)C,1.27531,4.9,,22.1921219572284,1.346198830409355
723,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,0.0690146,3.0,0.01,0.0087895272566564,-2.05603448275861
724,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.25,,,0.95368988462809,-0.02059282371294896
725,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,0.353517,2.0,0.01,1.32035177971629,0.1206896551724121
726,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,3.0,0.1,1.0,0.0
727,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,1.0,750.0,0.958408679927684,-0.01844926170390164
728,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,0.69623,3.0,0.01,1.08263673387405,0.03448275862068784
729,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.1,1.0,0.0004,0.47,-0.3279021420642826
730,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,0.1,1250.0,0.723327305605813,-0.14066513997672
731,CCCCCCCCN(CCCCCCCC)C(=O)CCCCCCC,CCCCCCCCCCCC,0.192812,2.0,,0.374454758133117,-0.4266006465360775
732,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,83.8298,4.9,0.6901960800285137
733,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,CCCCCCCCCC(C)C,0.976732,0.98,,0.539714073353383,-0.2678362573099414
734,CCCCN(CCCC)C(=O)CCC,CC1=CC=CC=C1,0.0500298,3.0,,0.0807452416623828,-1.092883061327005
735,CCCCCCCCCC(=O)N(C)C,CC1=CC=CC=C1,0.5,3.0,,4.9,0.6901960800285137
736,CCCCCCCCN(CCCCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.2,2.0,,0.0577312093227545,-1.23858934503561
737,CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,CC1=CC=CC=C1,0.5,0.5,50.0,2.89940221744752,0.4623084667179462
738,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,3.0,0.01,1.20171123680119,0.07980012213427638
739,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,10.0,0.01,2.4,0.380211241711606
740,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CC1=CC=CC=C1,0.1,3.0,1.0,1.49,0.173186268412274
741,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.5,515.021,2.31,0.3636119798921443
742,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,2.0,0.01,0.412930870702723,-0.3841226480657678
743,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,43.154,7.75884132154498,0.8897968700686152
744,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,0.592275,1.7,0.2304489213782739
745,CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,4.0,0.01,11.7604119636832,1.070422535211266
746,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.01,2.24,0.3502480183341629
747,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,3.0,0.1,24.8,1.394451680826216
748,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.01,1.95,0.290034611362518
749,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.98,0.01,0.74426,0.99,-0.004364805402450088
750,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,0.929396,0.985818382217869,-0.006203087965272839
751,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,C1=CC=CC=C1,0.1,2.0,,0.58,-0.2365720064370627
752,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.06309,1.0,,0.287826702713276,-0.5408689174769996
753,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.800402,3.0,0.01,4.18607353927639,0.6218068535825538
754,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,1.0,100.0,0.632911392405063,-0.1986570869544228
755,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,2.0,0.01,6.77,0.8305886686851442
756,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,0.896273,0.00084,1.2309079138896,0.09022556390977356
757,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,0.406808,2.0,0.01,9.14548825946484,0.9612068965517243
758,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,1.0,3.5,64.3777,10.7,1.02938377768521
759,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,4.0,1250.0,0.831826401446612,-0.07996729962314643
760,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,0.0500486,2.0,0.01,0.150218747966953,-0.8232758620689614
761,CCCCCCCCN(CCCCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,0.5,2.94963,,0.616735663386494,-0.2099009373137068
762,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,6.0,250.0,5.25316455696202,0.7204210054216508
763,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,6.0,0.01,4.08,0.6106601630898799
764,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,1.0,0.01,0.960510624271812,-0.01749782701560991
765,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.1,4.01,11.0,2.94,0.4683473304121573
766,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,2.0,0.01,13.6089791863613,1.133825549864817
767,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,0.01,0.01,0.0019699296039865,-2.705549293202082
768,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.5,6.94514,,5.2105381030419,0.7168825761045695
769,CCCCN(CCCC)C(=O)CCC,CC1=CC=CC=C1,0.309643,3.0,,2.2565901725015,0.3534526924483971
770,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,6.0,0.01,11.9200026552095,1.076276352144377
771,CCCC(=O)N(CC(C)C)CC(C)C,CC1=CC=CC=C1,0.5,3.0,,5.1,0.7075701760979364
772,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,1.00412,1.60349586016556,0.2050678430236896
773,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,4.0,0.01,2.93709671143136,0.4679182470163208
